t,phi,omega,mu
25.500000000000092,0.17359236036425052,-0.09875767829931659,-0.04690858228977267
25.600000000000094,0.16371659253431886,-0.10345371929056243,-0.04696040991245853
25.700000000000095,0.15337122060526262,-0.10815499597960185,-0.04701276689039406
25.800000000000097,0.14255572100730243,-0.11285368943456991,-0.046986934549680684
25.900000000000098,0.13127035206384544,-0.11754737869799088,-0.04693689263420962
26.0000000000001,0.11951561419404635,-0.12223603429615534,-0.04688655598164461
26.1000000000001,0.10729201076443082,-0.1269198762808698,-0.046838419847144444
26.200000000000102,0.09460002313634383,-0.13159940573862988,-0.04679529457760108
26.300000000000104,0.08144008256248084,-0.13627468257282563,-0.04675276834195748
26.400000000000105,0.06781261430519828,-0.1409460063034142,-0.04671323730588571
26.500000000000107,0.05371801367485686,-0.14561385967765977,-0.04667853374245589
26.600000000000108,0.039156627707090885,-0.1502784371584828,-0.046645774808230345
26.70000000000011,0.024128783991242603,-0.1549401171479801,-0.046616799894972784
26.80000000000011,0.008634772276444594,-0.15959940255522667,-0.046592854072465745
26.900000000000112,-0.007325167979078074,-0.1642566489912696,-0.046572464360429146
27.000000000000114,-0.023750832878205036,-0.15701908323927047,0.07237565751999124
27.100000000000115,-0.03945274120213209,-0.14979344413529075,0.07225639103979732
27.200000000000117,-0.054432085615661166,-0.14258537120575224,0.07208072929538507
27.300000000000118,-0.06869062273623638,-0.13539979693721704,0.0718557426853519
27.40000000000012,-0.08223060242995808,-0.12824086733349807,0.07158929603718962
27.50000000000012,-0.09505468916330789,-0.12111231171729225,0.07128555616205821
27.600000000000122,-0.10716592033503712,-0.11401727144465844,0.07095040272633814
27.700000000000124,-0.11856764747950296,-0.10695851005973005,0.0705876138492839
27.800000000000125,-0.12926349848547597,-0.0999384409894099,0.0702006907032015
27.900000000000126,-0.13925734258441697,-0.09290414820219692,0.0703429278721298
28.000000000000128,-0.14854775740463666,-0.08583220151108703,0.07071946691109894
28.10000000000013,-0.15713097755574537,-0.07872507621580181,0.07107125295285217
28.20000000000013,-0.16500348517732555,-0.07158563951683254,0.07139436698969272
28.300000000000132,-0.17216204912900882,-0.0644171607761042,0.07168478740728342
28.400000000000134,-0.17860376520661925,-0.05722348314240081,0.07193677633703381
28.500000000000135,-0.18432611352085934,-0.050008888451338704,0.07214594691062105
28.600000000000136,-0.1893270023659932,-0.0427786191432799,0.07230269308058805
28.700000000000138,-0.1936048642803212,-0.03553845749867262,0.0724016164460728
28.80000000000014,-0.19715871003018845,-0.02829534110289615,0.07243116395776468
28.90000000000014,-0.19998824414047806,-0.021052224707119684,0.07243116395776468
29.000000000000142,-0.20209346661119001,-0.013809108311343216,0.07243116395776468
29.100000000000144,-0.20347437744232433,-0.006565991915566748,0.07243116395776468
29.200000000000145,-0.204130976633881,0.0006771244802097204,0.07243116395776468
29.300000000000146,-0.20406326418586002,0.005331335818861265,0.04654211338651544
29.400000000000148,-0.2035301306039739,0.00998554715751281,0.04654211338651544
29.50000000000015,-0.20253157588822263,0.014639758496164354,0.04654211338651544
29.60000000000015,-0.2010676000386062,0.019293969834815898,0.04654211338651544
29.700000000000152,-0.19913820305512459,0.02394818117346744,0.04654211338651544
29.800000000000153,-0.19674338493777785,0.028602392512118983,0.04654211338651544
29.900000000000155,-0.19388314568656595,0.033256603850770526,0.04654211338651544
30.000000000000156,-0.1905574853014889,0.03791081518942207,0.04654211338651544
30.100000000000158,-0.1867664037825467,0.042565172548297135,0.04654357358875065
30.20000000000016,-0.182509886527717,0.047220238205835666,0.046550656575385305
30.30000000000016,-0.17778786270713343,0.05187656512883768,0.046563269230020146
30.400000000000162,-0.17260020619424965,0.056534627018676675,0.046580618898389894
